No.1:Traction sensor V,1326,1948,1282,1681,2076,1695,0,0,0,0,0,0,Traction sensor F/M,0.802164,-0.104175,1.7966,0.802779,1.63598,-0.136013,3.29346e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1983.95,1852.11,2442.63,1757.51,1719.36,1914.98,Contact sensor F/M,2.16858,-0.972333,1.43565,2.70938,1.7836,-0.649713,Robot TCP position,-0.0228708,0.975663,0.752518,0.638241,1.04107,-0.776168,Robot Joint position,89.9928,-90.0261,-89.8721,-15.0691,114.976,-15.0693,Robot TCP Torque,-82.7091,-45.3029,-37.4971,17.3912,0.0251938,-37.5596,Robot Joint Torque,43.6918,8.55695,-18.9749,3.06872,1.06913,1.61215,
No.2:Traction sensor V,1326,1948,1284,1682,2078,1695,0,0,0,0,0,0,Traction sensor F/M,0.786004,-0.118011,1.98781,1.09363,1.03818,-0.136963,3.27985e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1983.64,1851.81,2442.93,1758.73,1719.36,1914.98,Contact sensor F/M,2.31193,0.0054201,1.47378,-0.593801,2.02073,-0.439565,Robot TCP position,-0.0229683,0.975624,0.752576,0.638195,1.04116,-0.775983,Robot Joint position,89.9955,-90.0247,-89.8707,-15.0684,114.984,-15.0707,Robot TCP Torque,-83.9558,-45.8039,-38.9245,18.5592,0.353174,-39.1236,Robot Joint Torque,43.6918,9.35304,-18.794,3.73285,0.924031,1.35306,
No.3:Traction sensor V,1324,1947,1284,1683,2077,1694,0,0,0,0,0,0,Traction sensor F/M,1.0046,-0.0562148,1.98709,1.12264,2.08937,-0.320417,3.2961e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1984.25,1852.42,2443.54,1758.12,1719.36,1915.28,Contact sensor F/M,2.01274,-0.719013,1.5848,1.48367,1.50963,-0.390225,Robot TCP position,-0.022952,0.975641,0.752559,0.638183,1.04115,-0.776022,Robot Joint position,89.9949,-90.0261,-89.87,-15.0691,114.983,-15.07,Robot TCP Torque,-83.6292,-44.1923,-37.3339,17.3636,-0.148236,-38.5498,Robot Joint Torque,43.5459,8.84644,-18.8844,3.41522,1.01109,1.43942,
No.4:Traction sensor V,1324,1949,1283,1682,2079,1693,0,0,0,0,0,0,Traction sensor F/M,0.993366,-0.166787,1.89194,1.26095,1.58198,-0.528005,3.2961e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1984.56,1852.42,2442.93,1756.9,1718.75,1915.59,Contact sensor F/M,2.27927,-1.52854,1.49174,4.46172,2.78377,-0.255861,Robot TCP position,-0.0229566,0.975617,0.752601,0.638187,1.04119,-0.776023,Robot Joint position,89.9949,-90.024,-89.8693,-15.0698,114.984,-15.0679,Robot TCP Torque,-83.5836,-46.1923,-38.1085,17.8803,-0.00928581,-38.9871,Robot Joint Torque,43.9106,8.41221,-18.6132,3.01097,1.01109,1.38184,
No.5:Traction sensor V,1324,1950,1287,1681,2082,1692,0,0,0,0,0,0,Traction sensor F/M,0.975913,-0.228189,2.24831,1.1898,0.747469,-0.748669,3.29611e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1984.86,1852.11,2442.63,1758.42,1718.14,1914.67,Contact sensor F/M,2.5265,-0.341205,1.4236,0.355304,3.98871,-0.694034,Robot TCP position,-0.0229939,0.975632,0.752575,0.638126,1.04119,-0.775984,Robot Joint position,89.9962,-90.0261,-89.8686,-15.0705,114.986,-15.0686,Robot TCP Torque,-83.4731,-45.1734,-37.8968,17.8068,0.172823,-38.7859,Robot Joint Torque,43.9836,8.99118,-18.8844,3.35747,1.01109,1.38184,
No.6:Traction sensor V,1324,1950,1288,1680,2078,1690,0,0,0,0,0,0,Traction sensor F/M,1.00286,-0.209462,2.33562,0.868724,1.86476,-1.17406,3.28951e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1984.86,1852.11,2443.24,1757.81,1719.06,1914.67,Contact sensor F/M,1.90676,-0.76891,1.53544,1.95205,1.71968,-0.881216,Robot TCP position,-0.0229542,0.975635,0.752567,0.63818,1.04115,-0.775988,Robot Joint position,89.9942,-90.0261,-89.8693,-15.0698,114.985,-15.0713,Robot TCP Torque,-83.5649,-45.595,-38.3988,18.3212,0.247059,-38.9565,Robot Joint Torque,43.9106,9.2083,-18.8242,3.01097,0.95305,1.35306,
No.7:Traction sensor V,1325,1951,1284,1679,2079,1691,0,0,0,0,0,0,Traction sensor F/M,0.893445,-0.264802,1.96724,0.83085,1.25268,-0.970474,3.28799e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1984.56,1852.42,2443.54,1758.73,1719.06,1915.59,Contact sensor F/M,2.06164,-0.306028,1.57831,-0.050572,1.98574,-0.0632255,Robot TCP position,-0.0229425,0.975628,0.752542,0.638157,1.04116,-0.776031,Robot Joint position,89.9935,-90.0254,-89.8721,-15.0684,114.985,-15.0693,Robot TCP Torque,-85.1676,-46.1283,-39.1676,18.8829,0.560914,-39.8019,Robot Joint Torque,43.473,8.77407,-18.794,3.21309,0.924031,1.497,
No.8:Traction sensor V,1325,1950,1283,1678,2077,1692,0,0,0,0,0,0,Traction sensor F/M,0.910786,-0.196162,1.86206,0.337885,1.83887,-0.763626,3.28821e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1984.56,1852.42,2443.54,1757.81,1719.67,1914.98,Contact sensor F/M,1.65209,-0.93364,1.58963,2.27136,0.482199,-0.727247,Robot TCP position,-0.0229845,0.975636,0.752541,0.638157,1.04114,-0.775971,Robot Joint position,89.9962,-90.0261,-89.8714,-15.0684,114.984,-15.0713,Robot TCP Torque,-84.8529,-45.4602,-38.9073,18.7596,0.308759,-39.4092,Robot Joint Torque,43.9106,8.77407,-18.5529,3.35747,1.09815,1.46821,
No.9:Traction sensor V,1324,1950,1278,1679,2078,1694,0,0,0,0,0,0,Traction sensor F/M,1.00993,-0.197487,1.40651,0.629347,1.99502,-0.31543,3.28826e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1983.95,1852.42,2443.24,1757.51,1719.36,1915.28,Contact sensor F/M,2.17175,-1.12591,1.53879,2.98912,1.79466,-0.443317,Robot TCP position,-0.0229917,0.975631,0.752589,0.638175,1.04117,-0.77597,Robot Joint position,89.9969,-90.0254,-89.8686,-15.0698,114.984,-15.07,Robot TCP Torque,-83.1428,-45.4922,-38.7653,18.5272,0.400949,-38.7626,Robot Joint Torque,43.8377,8.91881,-18.7337,3.24197,0.98207,1.46821,
No.10:Traction sensor V,1324,1950,1274,1680,2080,1695,0,0,0,0,0,0,Traction sensor F/M,0.996746,-0.208713,1.0505,0.939326,1.44988,-0.0950785,3.28817e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1984.25,1851.81,2442.93,1757.51,1718.75,1914.98,Contact sensor F/M,2.42144,-0.805761,1.48352,2.39802,3.02174,-0.564397,Robot TCP position,-0.0229591,0.975643,0.752547,0.638167,1.04114,-0.776035,Robot Joint position,89.9955,-90.0261,-89.8707,-15.0691,114.982,-15.0693,Robot TCP Torque,-83.1331,-44.8874,-37.943,17.8868,0.20895,-38.6658,Robot Joint Torque,43.6189,9.13593,-18.4022,3.41522,0.924031,1.52579,
