No.1:Traction sensor V,1328,1794,1284,1689,2068,1697,0,0,0,0,0,0,Traction sensor F/M,1.37488,8.66143,1.29079,-32.8045,3.98059,-0.572482,2.96943e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1986.69,1848.75,2449.34,1756.29,1718.44,1914.67,Contact sensor F/M,-0.924169,-0.0924869,2.91955,0.155268,-4.41716,-3.7706,Robot TCP position,0.403225,0.71995,1.07899,2.7282,0.0224094,-1.07079,Robot Joint position,89.999,-90.0707,-89.8102,-95.0669,-55.4384,90.0198,Robot TCP Torque,-72.7299,-25.5774,-5.85956,-5.4964,22.2808,3.80922,Robot Joint Torque,45.6612,14.0815,-1.48699,2.25164,-3.5472,1.64094,
No.2:Traction sensor V,1330,1790,1283,1688,2070,1697,0,0,0,0,0,0,Traction sensor F/M,1.16417,8.86747,1.19441,-33.8499,2.60982,-0.620667,2.97446e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1986.39,1848.75,2450.26,1757.51,1718.44,1914.67,Contact sensor F/M,-0.77769,0.731497,3.06089,-2.868,-4.16961,-3.59127,Robot TCP position,0.403326,0.719954,1.07893,2.72806,0.0223095,-1.07112,Robot Joint position,89.9976,-90.0721,-89.8089,-95.0676,-55.4247,90.0171,Robot TCP Torque,-73.0166,-26.0215,-6.35257,-5.52081,19.2512,4.24423,Robot Joint Torque,45.7342,14.0815,-1.42671,2.28052,-4.73701,1.52579,
No.3:Traction sensor V,1331,1788,1291,1688,2071,1698,0,0,0,0,0,0,Traction sensor F/M,1.05117,8.96562,1.91963,-34.2478,1.85315,-0.444761,2.96025e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1987.61,1849.67,2448.43,1758.12,1719.36,1914.67,Contact sensor F/M,-2.00158,0.636824,2.75844,-3.49639,-7.52273,-3.82932,Robot TCP position,0.403372,0.719965,1.07885,2.72795,0.0223565,-1.07132,Robot Joint position,89.9983,-90.0714,-89.813,-95.0669,-55.4157,90.0191,Robot TCP Torque,-73.1224,-26.2707,-6.7126,-5.49596,19.2859,3.97723,Robot Joint Torque,45.8071,14.5881,-1.39657,2.25164,-4.53387,1.64094,
No.4:Traction sensor V,1333,1787,1294,1690,2073,1697,0,0,0,0,0,0,Traction sensor F/M,0.82033,8.9888,2.22543,-33.8491,0.387709,-0.686455,2.96792e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1987,1849.37,2448.12,1756.59,1718.14,1914.98,Contact sensor F/M,-0.860167,-0.198247,2.71375,-0.0941136,-3.91407,-3.55155,Robot TCP position,0.403372,0.719928,1.07891,2.72803,0.0223635,-1.07135,Robot Joint position,89.9983,-90.0714,-89.8089,-95.0648,-55.4157,90.0171,Robot TCP Torque,-73.1437,-25.7182,-6.60568,-5.26635,19.2718,3.96051,Robot Joint Torque,45.953,14.5881,-1.45685,2.28052,-4.62093,1.58336,
No.5:Traction sensor V,1334,1787,1300,1693,2074,1694,0,0,0,0,0,0,Traction sensor F/M,0.695276,8.95813,2.81539,-33.0062,-0.446381,-1.33349,2.97238e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1986.39,1849.37,2448.43,1757.2,1719.36,1915.28,Contact sensor F/M,-1.38151,0.191313,2.76335,-1.51796,-6.42297,-3.33999,Robot TCP position,0.403351,0.719936,1.0789,2.72802,0.0223976,-1.07126,Robot Joint position,89.9983,-90.07,-89.8116,-95.0669,-55.4192,90.0198,Robot TCP Torque,-72.5866,-25.8665,-6.56123,-5.43904,19.1507,4.05567,Robot Joint Torque,45.5153,15.0223,-1.51713,2.22277,-4.59191,2.04398,
No.6:Traction sensor V,1335,1787,1293,1692,2074,1693,0,0,0,0,0,0,Traction sensor F/M,0.5971,8.96029,2.17911,-33.257,-0.782145,-1.55163,2.96543e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1986.69,1849.06,2449.34,1757.81,1718.75,1914.98,Contact sensor F/M,-1.13348,0.768541,2.90779,-3.33602,-5.19795,-3.41374,Robot TCP position,0.403385,0.719944,1.07887,2.72798,0.022315,-1.07136,Robot Joint position,89.9976,-90.0714,-89.8116,-95.0655,-55.4151,90.0171,Robot TCP Torque,-72.9293,-25.8456,-6.76887,-5.34187,19.1419,4.16546,Robot Joint Torque,45.8801,14.5157,-1.48699,2.25164,-4.62093,1.52579,
No.7:Traction sensor V,1334,1787,1285,1691,2076,1692,0,0,0,0,0,0,Traction sensor F/M,0.70177,8.96587,1.4391,-33.5288,-0.849062,-1.74254,2.91136e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1986.08,1847.84,2451.48,1756.9,1718.44,1914.98,Contact sensor F/M,-0.638172,0.795184,3.26692,-2.15783,-3.91506,-3.30332,Robot TCP position,0.40338,0.71996,1.07886,2.72797,0.0223768,-1.07137,Robot Joint position,89.9983,-90.0721,-89.8116,-95.0655,-55.4144,90.0191,Robot TCP Torque,-72.0393,-26.86,-6.41105,-5.91163,18.8858,4.41182,Robot Joint Torque,45.2965,13.9367,-1.57741,2.28052,-4.64995,1.66973,
No.8:Traction sensor V,1331,1789,1289,1691,2074,1689,0,0,0,0,0,0,Traction sensor F/M,1.02798,8.87657,1.79617,-33.2133,0.8982,-2.33276,2.96054e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1985.47,1848.45,2449.34,1756.9,1718.44,1915.28,Contact sensor F/M,-0.311467,0.484985,2.91035,-1.65376,-3.34868,-3.09102,Robot TCP position,0.403394,0.719969,1.07884,2.72795,0.0223006,-1.07131,Robot Joint position,89.9962,-90.0728,-89.8123,-95.0669,-55.4164,90.0191,Robot TCP Torque,-73.1616,-26.3846,-6.45831,-5.71645,19.2662,3.92229,Robot Joint Torque,46.3177,14.9499,-1.45685,2.36714,-4.59191,1.61215,
No.9:Traction sensor V,1330,1791,1287,1689,2074,1689,0,0,0,0,0,0,Traction sensor F/M,1.13839,8.78546,1.59142,-33.3823,1.39106,-2.31566,2.96935e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1986.69,1848.45,2450.26,1757.51,1718.75,1915.28,Contact sensor F/M,-1.14468,0.877457,3.06159,-3.11013,-5.2118,-3.14569,Robot TCP position,0.403415,0.719905,1.07891,2.72804,0.0222456,-1.07133,Robot Joint position,89.9942,-90.0707,-89.8095,-95.0669,-55.4171,90.0171,Robot TCP Torque,-72.9784,-25.3371,-6.45777,-5.30346,19.1606,3.85567,Robot Joint Torque,46.1718,14.6605,-1.33629,2.22277,-4.64995,1.66973,
No.10:Traction sensor V,1329,1791,1291,1687,2074,1690,0,0,0,0,0,0,Traction sensor F/M,1.24941,8.80197,1.92451,-33.9698,1.82979,-2.10485,2.96032e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1985.78,1849.06,2449.65,1757.81,1718.14,1914.67,Contact sensor F/M,-0.255126,0.791979,2.9545,-3.39731,-2.85992,-3.50239,Robot TCP position,0.40341,0.719972,1.07882,2.72792,0.0222379,-1.07134,Robot Joint position,89.9955,-90.0728,-89.8137,-95.0669,-55.4151,90.0177,Robot TCP Torque,-73.215,-26.7392,-6.70991,-5.65529,19.2192,3.9541,Robot Joint Torque,45.8071,14.7328,-1.63769,2.36714,-4.67897,1.497,
