No.1:Traction sensor V,1326,1936,1242,1683,2086,1699,0,0,0,0,0,0,Traction sensor F/M,1.73057,-0.0325819,1.66344,0.45489,3.32189,-1.2914,2.07744e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1984.86,1854.25,2451.78,1756.9,1719.67,1918.64,Contact sensor F/M,2.83576,-0.153149,2.34996,2.54903,3.77395,-0.800242,Robot TCP position,0.40048,0.928357,0.844478,1.90106,1.15309,-1.35076,Robot Joint position,89.9949,-90.0172,-89.9744,-145.028,-55.4556,164.989,Robot TCP Torque,-17.8204,-15.2704,1.54739,1.6576,0.583426,-4.32421,Robot Joint Torque,6.92942,14.7135,4.66886,3.91219,-2.52108,-0.662134,
No.2:Traction sensor V,1327,1936,1239,1683,2087,1697,0,0,0,0,0,0,Traction sensor F/M,1.62132,-0.0419681,1.403,0.478575,2.64414,-1.72445,2.07766e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1985.47,1852.11,2452.39,1757.51,1719.67,1918.33,Contact sensor F/M,2.48585,1.33922,2.44015,-0.849299,3.14301,-0.777157,Robot TCP position,0.400521,0.928331,0.844419,1.9011,1.153,-1.35103,Robot Joint position,89.9983,-90.0172,-89.9751,-145.029,-55.4398,164.989,Robot TCP Torque,-13.1497,-15.8252,1.55887,1.63726,-2.63336,0.476931,Robot Joint Torque,6.49177,14.3516,4.63872,3.94107,-3.88501,-0.662134,
No.3:Traction sensor V,1327,1935,1238,1683,2088,1697,0,0,0,0,0,0,Traction sensor F/M,1.61874,0.00907739,1.30577,0.307968,2.433,-1.71004,2.04897e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1985.17,1852.72,2450.26,1756.59,1719.67,1918.95,Contact sensor F/M,2.66187,0.412304,2.09255,1.93254,3.45625,-0.465816,Robot TCP position,0.400561,0.928273,0.84449,1.90123,1.15307,-1.35115,Robot Joint position,89.999,-90.0151,-89.9723,-145.027,-55.4316,164.989,Robot TCP Torque,-14.2287,-15.3735,2.09498,1.60714,-2.18793,-0.193614,Robot Joint Torque,6.63765,14.5687,4.90997,3.82557,-3.44971,-0.662134,
No.4:Traction sensor V,1329,1934,1241,1683,2088,1698,0,0,0,0,0,0,Traction sensor F/M,1.4052,0.0528457,1.59011,0.113879,1.52184,-1.55259,2.07553e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1985.17,1853.33,2452.09,1757.51,1719.67,1918.33,Contact sensor F/M,2.6618,0.719827,2.39281,0.228359,3.4571,-0.885707,Robot TCP position,0.400537,0.928294,0.84443,1.90115,1.15301,-1.35112,Robot Joint position,89.9997,-90.0151,-89.9758,-145.029,-55.4336,164.989,Robot TCP Torque,-14.0246,-15.798,1.66741,1.62853,-2.31021,0.0193263,Robot Joint Torque,6.92942,13.9898,4.75928,3.82557,-3.39167,-0.662134,
No.5:Traction sensor V,1329,1935,1241,1681,2086,1697,0,0,0,0,0,0,Traction sensor F/M,1.42203,0.0168519,1.57469,-0.264026,2.13253,-1.76642,2.07579e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1984.86,1853.94,2452.7,1757.81,1719.36,1918.64,Contact sensor F/M,3.03055,0.625263,2.49228,-0.00762286,4.50535,-0.6124,Robot TCP position,0.400562,0.928311,0.84439,1.90114,1.15292,-1.35113,Robot Joint position,89.9976,-90.0172,-89.9764,-145.029,-55.435,164.987,Robot TCP Torque,-14.2117,-16.8012,1.35497,1.63416,-2.49925,0.10172,Robot Joint Torque,7.00236,13.7726,4.78941,3.79669,-3.47873,-0.575769,
No.6:Traction sensor V,1329,1934,1240,1680,2088,1696,0,0,0,0,0,0,Traction sensor F/M,1.41815,0.069426,1.47415,-0.738413,1.59557,-1.98643,2.0804e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1984.86,1853.33,2449.65,1756.59,1719.36,1918.03,Contact sensor F/M,3.03564,0.109079,1.99087,2.43853,4.50818,-1.18357,Robot TCP position,0.400573,0.928329,0.844378,1.90112,1.15297,-1.35116,Robot Joint position,89.9969,-90.0192,-89.9751,-145.029,-55.435,164.991,Robot TCP Torque,-13.2297,-14.5073,1.45297,1.81164,-2.45696,-0.0514425,Robot Joint Torque,6.78354,14.1345,4.87983,3.85444,-3.53677,-0.575769,
No.7:Traction sensor V,1327,1934,1242,1681,2092,1697,0,0,0,0,0,0,Traction sensor F/M,1.60357,0.0594374,1.64945,-0.466333,1.26513,-1.75012,2.04878e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1985.47,1853.64,2452.39,1757.2,1719.06,1918.64,Contact sensor F/M,2.92612,0.371149,2.44558,1.2179,4.72292,-0.666994,Robot TCP position,0.400555,0.928302,0.844414,1.90115,1.15298,-1.35113,Robot Joint position,89.9983,-90.0165,-89.9758,-145.028,-55.4343,164.989,Robot TCP Torque,-13.1129,-13.8645,2.51747,1.64573,-2.30813,-0.127494,Robot Joint Torque,6.41883,14.4964,4.48803,3.76781,-3.42069,-0.633346,
No.8:Traction sensor V,1327,1935,1240,1681,2093,1696,0,0,0,0,0,0,Traction sensor F/M,1.59735,0.00129644,1.47241,-0.254879,1.00273,-1.9553,2.07577e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1985.78,1853.94,2452.09,1757.81,1719.36,1918.03,Contact sensor F/M,2.56691,0.613873,2.39203,0.00103705,3.68647,-1.16101,Robot TCP position,0.400547,0.92834,0.844391,1.90111,1.15297,-1.35112,Robot Joint position,89.9983,-90.0192,-89.9744,-145.029,-55.4357,164.989,Robot TCP Torque,-13.4261,-15.8452,2.1984,1.46392,-2.31705,0.228668,Robot Joint Torque,6.63765,13.9174,4.75928,3.85444,-3.50775,-0.662134,
No.9:Traction sensor V,1327,1935,1241,1681,2093,1696,0,0,0,0,0,0,Traction sensor F/M,1.59675,0.000983967,1.56313,-0.257308,0.995094,-1.95691,2.07747e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1984.86,1853.94,2452.09,1757.2,1719.06,1917.72,Contact sensor F/M,3.24218,0.22057,2.39466,1.47523,5.27647,-1.36451,Robot TCP position,0.400566,0.928302,0.844443,1.90116,1.15305,-1.35114,Robot Joint position,89.9976,-90.0172,-89.973,-145.029,-55.4343,164.991,Robot TCP Torque,-13.2277,-15.4415,1.56617,1.76014,-2.57327,0.179043,Robot Joint Torque,6.49177,14.1345,4.60858,3.91219,-3.42069,-0.633346,
No.10:Traction sensor V,1327,1935,1241,1682,2091,1697,0,0,0,0,0,0,Traction sensor F/M,1.60368,0.0031046,1.57115,0.0152801,1.53205,-1.73943,2.07453e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1985.47,1853.94,2452.09,1757.81,1719.06,1918.95,Contact sensor F/M,2.9291,0.624283,2.38987,-0.0295177,4.72141,-0.387595,Robot TCP position,0.400573,0.928291,0.844449,1.9012,1.15297,-1.35111,Robot Joint position,89.9969,-90.0165,-89.9737,-145.028,-55.435,164.987,Robot TCP Torque,-14.0505,-16.7318,1.30019,1.66123,-2.56413,0.224052,Robot Joint Torque,7.00236,14.2792,4.9401,3.79669,-3.50775,-0.633346,
