No.1:Traction sensor V,1329,1960,1236,1679,2078,1694,0,0,0,0,0,0,Traction sensor F/M,0.81588,-1.22548,-0.163822,2.78698,3.39242,0.167653,9.85516e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1987,1856.08,2443.24,1756.59,1717.83,1918.64,Contact sensor F/M,1.24312,-0.670952,1.48003,0.913008,2.53649,0.475596,Robot TCP position,0.0489381,1.00733,0.741776,1.10689,0.273886,-0.104868,Robot Joint position,89.9068,-90.6474,-89.1879,-15.7047,104.903,-75.382,Robot TCP Torque,-51.6735,-34.3493,1.27024,4.19119,-3.64299,-21.9647,Robot Joint Torque,28.593,26.5824,5.35593,4.66229,0.172859,1.2379,
No.2:Traction sensor V,1327,1962,1234,1679,2076,1695,0,0,0,0,0,0,Traction sensor F/M,1.03631,-1.31518,-0.356428,3.15386,4.8099,0.419979,9.85347e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1987.61,1856.08,2440.49,1757.2,1716.92,1918.64,Contact sensor F/M,1.55903,-0.25527,1.01187,-0.701199,4.26035,0.607489,Robot TCP position,0.0487857,1.00731,0.741788,1.10683,0.274139,-0.104627,Robot Joint position,89.9082,-90.6481,-89.1866,-15.7061,104.921,-75.382,Robot TCP Torque,-57.0765,-33.4421,1.58905,4.02285,-5.40442,-27.9256,Robot Joint Torque,28.3742,26.0034,5.50662,4.51792,-1.27813,1.2379,
No.3:Traction sensor V,1326,1963,1238,1680,2072,1695,0,0,0,0,0,0,Traction sensor F/M,1.15707,-1.35692,0.0135219,3.584,6.28508,0.438998,9.85517e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1987,1856.38,2442.63,1757.2,1717.22,1918.95,Contact sensor F/M,1.66092,-0.405201,1.37055,-0.387571,4.05602,0.829396,Robot TCP position,0.0487337,1.0073,0.74176,1.10681,0.274235,-0.104511,Robot Joint position,89.9075,-90.6495,-89.1879,-15.704,104.93,-75.3834,Robot TCP Torque,-57.573,-33.1847,1.53567,4.01739,-5.41609,-28.0751,Robot Joint Torque,28.3742,26.7995,5.32579,4.74892,-1.10401,1.20911,
No.4:Traction sensor V,1325,1963,1238,1681,2071,1693,0,0,0,0,0,0,Traction sensor F/M,1.26713,-1.35545,0.0192895,3.85556,7.00134,0.0521793,9.84144e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1987.3,1856.08,2442.93,1756.59,1717.22,1918.95,Contact sensor F/M,1.50283,-0.661265,1.42676,0.865147,3.78562,0.763184,Robot TCP position,0.0487529,1.00729,0.741797,1.10684,0.274234,-0.104519,Robot Joint position,89.9061,-90.6488,-89.1866,-15.704,104.931,-75.3834,Robot TCP Torque,-57.3837,-34.0309,1.58904,4.02128,-5.36827,-28.1338,Robot Joint Torque,28.0824,26.2205,5.41621,4.60454,-1.24911,1.2379,
No.5:Traction sensor V,1325,1962,1238,1682,2068,1693,0,0,0,0,0,0,Traction sensor F/M,1.28282,-1.29603,0.0331202,3.88816,7.72872,0.0369215,9.85504e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1988.22,1856.08,2440.19,1757.81,1718.14,1918.33,Contact sensor F/M,0.418899,0.119782,0.9618,-2.11092,0.660027,0.246396,Robot TCP position,0.0486996,1.00727,0.741806,1.10683,0.274253,-0.104451,Robot Joint position,89.9089,-90.6467,-89.1873,-15.7061,104.932,-75.3848,Robot TCP Torque,-57.2899,-32.8179,1.84971,3.85359,-5.47885,-28.026,Robot Joint Torque,27.4989,26.0034,4.99427,4.57567,-1.01695,1.18033,
No.6:Traction sensor V,1326,1962,1241,1682,2069,1692,0,0,0,0,0,0,Traction sensor F/M,1.16927,-1.30655,0.314107,3.90182,7.01219,-0.194142,9.85485e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1987.92,1856.08,2440.49,1756.9,1718.14,1918.64,Contact sensor F/M,0.577573,-0.489872,1.02068,0.159967,0.951975,0.394541,Robot TCP position,0.0487699,1.00729,0.741793,1.10682,0.274224,-0.10455,Robot Joint position,89.9054,-90.6481,-89.1866,-15.7061,104.93,-75.3827,Robot TCP Torque,-57.0295,-33.3638,1.99233,3.59001,-5.56504,-27.9544,Robot Joint Torque,27.5718,25.4968,5.20524,4.60454,-1.22009,1.18033,
No.7:Traction sensor V,1326,1961,1242,1683,2069,1691,0,0,0,0,0,0,Traction sensor F/M,1.16811,-1.25913,0.41184,3.99676,7.03011,-0.389651,9.85584e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1987.92,1856.08,2442.93,1757.51,1718.14,1919.25,Contact sensor F/M,0.567329,-0.0736894,1.42343,-1.32291,0.940845,0.953332,Robot TCP position,0.0487288,1.00727,0.741821,1.10686,0.274249,-0.104495,Robot Joint position,89.9075,-90.6467,-89.1873,-15.704,104.931,-75.3834,Robot TCP Torque,-57.2502,-33.9392,1.11321,4.19528,-5.40478,-28.2222,Robot Joint Torque,27.8636,25.4244,5.44635,4.63342,-1.30715,1.15154,
No.8:Traction sensor V,1328,1963,1242,1684,2070,1690,0,0,0,0,0,0,Traction sensor F/M,0.941043,-1.3886,0.445241,4.70235,5.85359,-0.635091,9.85347e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1987.61,1856.08,2443.54,1757.51,1717.83,1918.95,Contact sensor F/M,0.927536,-0.0623857,1.52372,-1.34464,1.9733,0.779923,Robot TCP position,0.0487088,1.00725,0.741855,1.10688,0.274263,-0.104431,Robot Joint position,89.9075,-90.6454,-89.1859,-15.7061,104.934,-75.3855,Robot TCP Torque,-57.1061,-32.5339,0.898556,4.26012,-5.33473,-27.9262,Robot Joint Torque,28.0824,25.931,5.29565,4.63342,-1.16205,1.26669,
No.9:Traction sensor V,1328,1964,1242,1685,2070,1690,0,0,0,0,0,0,Traction sensor F/M,0.934919,-1.4489,0.457377,5.18846,5.83818,-0.6269,9.84136e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1987,1856.38,2442.32,1755.98,1717.83,1919.25,Contact sensor F/M,1.25387,-1.23767,1.33339,2.68726,2.56061,0.837963,Robot TCP position,0.0487189,1.00729,0.741738,1.10677,0.274277,-0.104507,Robot Joint position,89.9075,-90.6488,-89.19,-15.704,104.932,-75.382,Robot TCP Torque,-58.0147,-34.2028,1.10835,4.1126,-5.4684,-28.4703,Robot Joint Torque,27.5718,25.6415,5.0244,4.57567,-1.30715,1.20911,
No.10:Traction sensor V,1329,1964,1241,1685,2068,1689,0,0,0,0,0,0,Traction sensor F/M,0.840708,-1.44723,0.376344,5.19108,5.98647,-0.848854,9.84152e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1987.92,1855.77,2442.02,1755.98,1716.61,1919.25,Contact sensor F/M,1.60722,-0.91012,1.27649,2.05783,4.76431,0.981466,Robot TCP position,0.0487211,1.00728,0.741841,1.10687,0.274296,-0.104489,Robot Joint position,89.9068,-90.6474,-89.1852,-15.7047,104.934,-75.382,Robot TCP Torque,-57.7296,-33.0474,1.37837,4.11201,-5.43222,-28.2383,Robot Joint Torque,28.1553,25.2073,5.44635,4.69117,-0.929894,1.09396,
No.11:Traction sensor V,1329,1963,1241,1683,2071,1689,0,0,0,0,0,0,Traction sensor F/M,0.833592,-1.39197,0.353004,4.44385,5.19387,-0.863769,9.85346e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1988.22,1856.08,2442.63,1755.98,1716.92,1919.25,Contact sensor F/M,1.24827,-1.07373,1.38164,2.36777,3.74168,0.888888,Robot TCP position,0.0487046,1.00725,0.74185,1.10689,0.274289,-0.104497,Robot Joint position,89.9089,-90.6447,-89.1879,-15.7033,104.931,-75.3813,Robot TCP Torque,-56.3261,-32.5909,1.36593,3.97349,-5.29773,-27.5026,Robot Joint Torque,27.9365,25.7139,5.44635,4.57567,-1.27813,1.12275,
No.12:Traction sensor V,1329,1962,1241,1682,2072,1690,0,0,0,0,0,0,Traction sensor F/M,0.833414,-1.33459,0.337688,3.96921,4.93811,-0.661204,9.85342e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1987.61,1856.08,2443.24,1757.2,1717.83,1919.56,Contact sensor F/M,0.930003,-0.267429,1.47531,-0.591559,1.9808,1.21529,Robot TCP position,0.0487458,1.00727,0.741808,1.10686,0.274224,-0.104506,Robot Joint position,89.9068,-90.6467,-89.1879,-15.704,104.93,-75.3841,Robot TCP Torque,-57.7971,-33.261,1.52694,3.90445,-5.5386,-28.2951,Robot Joint Torque,28.0094,25.1349,5.26552,4.63342,-1.33617,1.09396,
No.13:Traction sensor V,1328,1962,1243,1682,2074,1690,0,0,0,0,0,0,Traction sensor F/M,0.927684,-1.33731,0.512334,3.95961,4.77527,-0.652506,9.85468e-316,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1987.3,1856.08,2440.49,1756.9,1716.92,1919.25,Contact sensor F/M,1.71571,-0.456367,1.01395,0.0504654,4.5404,1.06792,Robot TCP position,0.0487429,1.00729,0.741787,1.10681,0.274267,-0.104524,Robot Joint position,89.9061,-90.6481,-89.1873,-15.7054,104.932,-75.382,Robot TCP Torque,-56.4645,-33.9845,0.740777,4.32672,-5.28102,-27.7935,Robot Joint Torque,27.7177,26.1481,5.11482,4.57567,-1.22009,1.18033,
