No.1:Traction sensor V,1344,0,1254,1684,2075,1696,0,0,0,0,0,0,Traction sensor F/M,3.5034,105.922,-2.38988,-397.028,-18.896,-8.25237,1.05729e-315,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1993.71,1852.72,2450.87,1756.9,1717.83,1919.86,Contact sensor F/M,-1.81537,0.527287,2.5555,-1.05343,-3.21118,0.764447,Robot TCP position,0.549899,0.573014,0.951353,-0.720981,-1.96212,0.0202768,Robot Joint position,89.8876,-90.6598,-89.111,-55.3185,-24.7472,-150.535,Robot TCP Torque,-71.7931,-39.1117,-9.37285,-10.2975,-5.37443,30.6412,Robot Joint Torque,49.8918,14.6213,-7.44808,-1.98744,-2.8255,1.72731,
No.2:Traction sensor V,1342,0,1246,1683,2071,1696,0,0,0,0,0,0,Traction sensor F/M,3.74798,105.955,-3.13728,-397.355,-16.877,-8.21259,1.0575e-315,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1992.8,1852.11,2453.61,1756.29,1717.22,1918.33,Contact sensor F/M,-0.951526,0.458226,3.01456,-0.110157,-0.883826,-0.275166,Robot TCP position,0.549867,0.572932,0.951429,-0.721133,-1.96224,0.0201174,Robot Joint position,89.8869,-90.6577,-89.1124,-55.3179,-24.7595,-150.535,Robot TCP Torque,-69.9358,-36.8423,-10.1652,-9.43198,-3.37167,30.8841,Robot Joint Torque,51.7154,15.2726,-7.32753,-1.58318,-1.98392,2.56217,
No.3:Traction sensor V,1340,0,1250,1682,2068,1696,0,0,0,0,0,0,Traction sensor F/M,3.97966,105.981,-2.79632,-397.705,-15.228,-8.19301,1.05662e-315,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1993.1,1851.81,2455.14,1757.2,1716.92,1918.95,Contact sensor F/M,-0.913645,1.23555,3.25944,-2.65357,-0.423662,0.365148,Robot TCP position,0.549824,0.572927,0.951475,-0.721172,-1.96235,0.0199752,Robot Joint position,89.8883,-90.6598,-89.111,-55.3165,-24.7692,-150.533,Robot TCP Torque,-69.4241,-36.7199,-8.99183,-10.0055,-4.02148,30.5981,Robot Joint Torque,51.1318,14.6936,-7.29739,-1.84306,-3.1157,2.07277,
No.4:Traction sensor V,1338,0,1258,1681,2067,1696,0,0,0,0,0,0,Traction sensor F/M,4.19764,105.999,-2.09304,-398.05,-14.1662,-8.18164,1.05744e-315,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1993.1,1852.11,2454.22,1757.2,1717.53,1919.25,Contact sensor F/M,-1.31977,1.0644,3.10994,-2.34502,-1.93373,0.490957,Robot TCP position,0.549845,0.572911,0.951455,-0.72125,-1.96234,0.02001,Robot Joint position,89.8862,-90.6591,-89.1138,-55.3172,-24.7692,-150.533,Robot TCP Torque,-71.6981,-35.4629,-10.3395,-8.92368,-2.93994,29.1166,Robot Joint Torque,49.6001,15.2726,-7.29739,-2.13182,-2.88354,2.2455,
No.5:Traction sensor V,1336,0,1256,1680,2064,1695,0,0,0,0,0,0,Traction sensor F/M,4.43361,106.026,-2.29351,-398.389,-12.4783,-8.36405,1.05662e-315,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1993.1,1851.5,2455.14,1755.98,1716.92,1918.64,Contact sensor F/M,-0.912758,0.572398,3.26973,0.104776,-0.409659,0.0086216,Robot TCP position,0.549824,0.572943,0.951455,-0.721196,-1.96235,0.0200107,Robot Joint position,89.8883,-90.6605,-89.1124,-55.3165,-24.7692,-150.533,Robot TCP Torque,-70.1141,-38.2389,-10.7626,-9.51443,-2.99374,29.651,Robot Joint Torque,50.5483,15.0555,-7.35766,-1.35218,-2.88354,2.10156,
No.6:Traction sensor V,1335,0,1254,1681,2064,1696,0,0,0,0,0,0,Traction sensor F/M,4.53725,106.027,-2.47815,-398.092,-12.0041,-8.1136,1.05665e-315,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1993.41,1852.42,2454.53,1755.37,1717.53,1918.64,Contact sensor F/M,-1.46208,-0.321276,3.17975,2.48161,-2.15957,-0.26767,Robot TCP position,0.549849,0.572886,0.951475,-0.721187,-1.96232,0.0199545,Robot Joint position,89.8862,-90.6577,-89.1124,-55.3158,-24.7678,-150.533,Robot TCP Torque,-72.7496,-37.3355,-9.67678,-9.54478,-2.24011,29.8376,Robot Joint Torque,50.4753,15.4897,-7.47822,-2.24732,-2.88354,1.9864,
No.7:Traction sensor V,1336,0,1261,1683,2068,1694,0,0,0,0,0,0,Traction sensor F/M,4.39768,105.991,-1.80714,-397.533,-13.7169,-8.57516,1.05665e-315,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1993.1,1852.42,2449.95,1757.51,1717.22,1918.64,Contact sensor F/M,-1.0965,1.10835,2.39202,-2.91173,-1.17055,0.0449514,Robot TCP position,0.549838,0.572925,0.951462,-0.721302,-1.96233,0.020073,Robot Joint position,89.8869,-90.6598,-89.1124,-55.3179,-24.7692,-150.537,Robot TCP Torque,-72.5552,-36.2805,-9.68399,-9.46661,-2.50349,29.4386,Robot Joint Torque,51.2048,15.4174,-7.35766,-1.35218,-2.79648,2.13034,
No.8:Traction sensor V,1336,0,1255,1683,2068,1695,0,0,0,0,0,0,Traction sensor F/M,4.40065,105.994,-2.35436,-397.514,-13.6641,-8.35386,1.05746e-315,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1993.71,1852.11,2449.34,1756.59,1717.22,1918.64,Contact sensor F/M,-1.40548,0.642087,2.29843,-0.908215,-1.70726,-0.0864381,Robot TCP position,0.549854,0.572909,0.951465,-0.721259,-1.96232,0.020005,Robot Joint position,89.8855,-90.6598,-89.1117,-55.3172,-24.7685,-150.535,Robot TCP Torque,-71.4476,-34.9481,-9.63019,-9.12459,-2.92454,29.4152,Robot Joint Torque,50.8401,13.6804,-7.47822,-1.87194,-2.99962,1.90004,
No.9:Traction sensor V,1337,0,1248,1682,2070,1695,0,0,0,0,0,0,Traction sensor F/M,4.29054,105.99,-2.9941,-397.746,-14.5495,-8.36213,1.05719e-315,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1993.71,1852.42,2452.39,1757.51,1717.53,1918.95,Contact sensor F/M,-1.62105,1.10218,2.80301,-2.84394,-2.47538,0.204636,Robot TCP position,0.549822,0.572937,0.951445,-0.721239,-1.96235,0.0200286,Robot Joint position,89.8883,-90.6605,-89.1138,-55.3144,-24.7698,-150.535,Robot TCP Torque,-70.3578,-36.3401,-9.78692,-9.45147,-2.84214,29.4159,Robot Joint Torque,51.1318,15.1279,-7.50835,-2.07407,-2.99962,2.30307,
No.10:Traction sensor V,1338,0,1254,1681,2071,1696,0,0,0,0,0,0,Traction sensor F/M,4.17751,105.986,-2.45708,-398.013,-15.249,-8.17877,1.05746e-315,0,0.00189999,0.017937,-0.893032,-0.0787598,Contact sensor V,1993.41,1851.81,2452.7,1756.59,1717.53,1919.56,Contact sensor F/M,-1.47229,0.803565,2.85965,-1.11683,-2.20359,0.65578,Robot TCP position,0.549831,0.572884,0.951483,-0.721227,-1.96233,0.0200056,Robot Joint position,89.8876,-90.6564,-89.1138,-55.3172,-24.7692,-150.535,Robot TCP Torque,-69.4167,-35.6414,-9.33323,-9.49992,-3.1686,29.5749,Robot Joint Torque,49.6001,15.7069,-7.68919,-1.90081,-2.91256,2.36065,
